f.movieid,m.title,rating_count,average_rating
2467,"name of the rose, the",1,4.5
2460,"texas chainsaw massacre 2, the",1,4.0
2450,howard the duck,1,3.5
2416,back to school,1,2.0
2387,very bad things,1,4.0
125479,the unknown,1,2.5
2366,king kong,1,3.5
126745,lotta 2: lotta flyttar hemifrån,1,2.5
126751,karlsson on the roof,1,1.5
127390,family guy presents: blue harvest,1,1.0
128316,"the tree, the mayor and the mediatheque",1,3.0
129370,"spongebob movie: sponge out of water, the",1,3.0
277003,all the crows in the world,1,3.0
131056,the vexxer,1,2.5
132846,woman on the run,1,3.0
133276,the dead lands,1,3.0
134122,voyage to the planet of prehistoric women,1,1.5
134528,aloha,1,3.5
134763,to trap a spy,1,2.0
2285,if....,1,4.0
135242,on the way to school,1,3.5
135504,little boy,1,4.5
137296,heaven knows what,1,2.0
137563,stung,1,5.0
2205,mr. & mrs. smith,1,3.0
138210,13 hours,1,4.0
2201,"paradine case, the",1,3.5
140397,animal farm,1,3.5
140731,company limited,1,4.0
141133,green snake,1,4.0
141389,my 20th century,1,3.0
141702,drishyam,1,3.5
141725,all the boys are called patrick,1,3.0
142492,son of saul,1,4.0
2136,"nutty professor, the",1,2.0
2114,"outsiders, the",1,4.0
2106,swing kids,1,3.5
144172,february,1,3.0
145572,aenigma,1,3.5
146050,the elusive revengers,1,3.5
146329,the master and margarita,1,4.5
147750,rams,1,4.5
151615,hello stranger,1,4.0
151723,symphonie diagonale,1,2.5
2071,and the band played on,1,3.5
2065,"purple rose of cairo, the",1,3.5
105,"bridges of madison county, the",1,2.0
154532,red eagle,1,3.5
155245,the patriarch,1,3.0
65,bio-dome,1,4.0
156755,things to come,1,2.5
156767,ghosts before breakfast,1,3.0
157797,special correspondents,1,2.5
158224,dernier atout,1,3.0
58,"postman, the",1,4.0
159195,"i, daniel blake",1,4.0
159994,eroica,1,4.0
160694,patterns of evidence: the exodus,1,4.5
2005,"goonies, the",1,5.0
160848,the red turtle,1,3.0
161754,ernst thälmann - führer seiner klasse,1,3.5
161932,poi e: the story of our song,1,3.5
1944,from here to eternity,1,3.5
165579,utu,1,3.0
1920,small soldiers,1,4.0
279562,hellraiser,1,3.0
1911,dr. dolittle,1,5.0
167166,7 years,1,4.0
167564,the little hours,1,3.5
168498,resident evil: the final chapter,1,2.0
1862,species ii,1,1.5
168712,fifty shades darker,1,4.0
1835,city of angels,1,0.5
279728,project wolf hunting,1,3.5
170273,the tommyknockers,1,3.5
170647,max and the junkmen,1,3.5
42,dead presidents,1,4.0
280692,v/h/s/85,1,3.5
171351,lil rel: relevent,1,5.0
1689,"man who knew too little, the",1,1.5
173495,rock 'n roll,1,3.0
1639,chasing amy,1,4.0
175247,final cut: ladies and gentlemen,1,4.0
1539,twin town,1,3.5
176599,naked,1,0.5
176625,message from the king,1,4.0
1465,rosewood,1,3.0
1459,absolute power,1,3.5
177289,vixen: the movie,1,3.0
1411,hamlet,1,3.5
177913,back to burgundy,1,3.0
178053,farewells,1,3.5
1375,star trek iii: the search for spock,1,2.5
180325,"i love you, daddy",1,1.5
1356,star trek: first contact,1,5.0
183143,planet of storms,1,4.5
183815,the open house,1,1.0
283735,ivalu,1,3.5
184393,the criminal excellency fund,1,4.0
283947,"love is gay, love is sad",1,3.5
186853,killed the family and went to the movies,1,4.0
187133,knights of the teutonic order,1,4.0
1216,"big blue, the",1,4.5
1202,withnail & i,1,4.0
188217,summer,1,4.0
1185,my left foot,1,4.5
11,"american president, the",1,3.5
188829,capernaum,1,4.0
188939,waru,1,2.5
189061,in darkness,1,1.5
1154,t-men,1,3.0
1126,drop dead fred,1,2.5
190085,how it ends,1,2.0
1103,rebel without a cause,1,4.0
191483,the nun,1,2.5
192081,like father,1,3.0
1087,madame butterfly,1,1.5
1084,bonnie and clyde,1,2.5
192545,pity,1,3.0
193147,the house that jack built,1,4.5
193960,wildlife,1,3.5
194222,der wixxer,1,3.0
1047,"long kiss goodnight, the",1,4.5
194492,fighting the sky,1,1.5
288035,a radiant life,1,1.5
195481,dharma guns,1,3.5
195869,the so-called caryatids,1,2.5
991,michael collins,1,4.0
197529,the upside,1,3.5
974,algiers,1,3.0
199910,the professor and the madman,1,2.5
200122,goodland,1,3.5
931,spellbound,1,3.5
830,"first wives club, the",1,4.5
202099,batman vs. teenage mutant ninja turtles,1,4.5
807,rendezvous in paris,1,3.0
203940,zeroville,1,2.5
204292,aaliyah: the princess of r&b,1,3.0
715,"horseman on the roof, the",1,3.5
204702,"where'd you go, bernadette",1,3.0
288269,no hard feelings,1,1.5
205475,killing michael jackson,1,3.5
206805,in the shadow of the moon,1,2.5
668,song of the little road,1,5.0
207097,veslemøy's song,1,4.0
208695,vi på saltkråkan,1,3.0
210073,pay day,1,3.5
611,hellraiser: bloodline,1,3.5
210847,bloodshot,1,3.0
211560,les misérables,1,3.0
212975,more than god,1,4.0
213992,the coma,1,2.5
214454,emil and the piglet,1,2.5
214772,michael jackson's thriller,1,4.5
215593,pensionat paradiset,1,3.0
215607,accomplice,1,2.0
289651,blue jeans,1,2.5
216871,an ecology of mind,1,4.0
217057,atm,1,3.5
289737,the march on rome,1,3.0
217831,my father was right,1,2.5
217973,sniper: assassin's end,1,3.5
218197,21 con 40,1,3.0
218615,hormones,1,3.5
218617,seasons change,1,4.0
220018,varg veum - yours 'till death,1,2.5
512,"puppet masters, the",1,2.5
220922,the rental,1,2.0
495,in the realm of the senses,1,5.0
224026,freeze-frame,1,2.5
224314,the recorder exam,1,4.0
484,lassie,1,2.0
225415,femme,1,2.5
290515,truth or dare,1,3.0
227086,eva,1,3.0
227250,the death of a projectionist,1,3.0
440,dave,1,5.0
231145,what lies below,1,2.0
231181,penguin bloom,1,5.0
435,coneheads,1,4.0
235025,edward hopper and the blank canvas,1,3.5
236991,coda,1,4.5
237227,raya and the last dragon,1,3.5
237372,coming 2 america,1,1.5
237458,hacksaw,1,1.0
237696,gritt,1,1.5
434,cliffhanger,1,3.5
241020,please turn over,1,4.0
241480,the reporter,1,3.5
408,8 seconds,1,0.5
290521,couple fucking,1,3.5
373,red rock west,1,4.0
3,grumpier old men,1,3.0
248934,hidden in the fog,1,3.0
250362,censor,1,3.0
252646,false positive,1,1.0
346,backbeat,1,4.0
253690,the worst person in the world,1,4.5
256379,x-cross,1,4.5
259233,azor,1,3.0
261593,aileen wuornos: american boogeywoman,1,3.0
291258,spring fever,1,2.5
8128,au revoir les enfants,1,4.5
8154,"dolce vita, la",1,5.0
8195,"avventura, l'",1,3.5
8042,mean streets,1,3.5
8364,baadasssss!,1,0.5
8010,"power of one, the",1,5.0
8593,juice,1,5.0
8600,angels with dirty faces,1,4.0
8605,taxi 3,1,4.0
263149,the good boss,1,4.0
8664,mr. klein,1,3.5
8694,you were never lovelier,1,3.5
8724,"leopard, the",1,2.5
8765,this gun for hire,1,4.5
8768,criss cross,1,3.0
8906,cannibal holocaust,1,5.0
8912,taxi,1,5.0
7826,"secret life of walter mitty, the",1,4.0
7749,weekend,1,1.5
7745,"scent of green papaya, the",1,3.0
8962,fade to black,1,3.0
8969,bridget jones: the edge of reason,1,4.0
7728,"postman always rings twice, the",1,3.5
8974,"spongebob squarepants movie, the",1,3.5
8983,house of flying daggers,1,4.0
7716,"lonely guy, the",1,4.5
25739,"idle class, the",1,3.0
25805,"atalante, l'",1,4.0
25891,heaven can wait,1,4.0
25911,"woman in the window, the",1,3.5
25921,"dark mirror, the",1,3.5
25929,nightmare alley,1,3.5
25932,"two mrs. carrolls, the",1,3.5
25938,fort apache,1,4.5
25943,"naked city, the",1,3.5
26049,fires on the plain,1,4.0
26083,"loneliness of the long distance runner, the",1,4.0
26157,manos: the hands of fate,1,0.5
26183,asterix and cleopatra,1,4.5
