f.genres,f.movieid,m.title,average_rating
Crime|Drama,79720,animal kingdom,3.0
Crime|Drama,25773,little caesar,3.0
Crime|Drama,175673,the life and death of john gotti,3.0
Crime|Drama,7459,carandiru,2.88
Crime|Drama,3147,"green mile, the",2.86
Crime|Drama,67424,counter investigation,2.5
Crime|Drama,1084,bonnie and clyde,2.5
Crime|Drama,4378,sexy beast,2.5
Crime|Drama,161852,king cobra,2.5
Crime|Drama,204826,the kitchen,2.0
Crime|Drama,254724,the many saints of newark,2.0
Crime|Drama,26151,au hasard balthazar,1.5
Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,1464,lost highway,4.31
Crime|Drama|Fantasy|Thriller,1754,fallen,4.14
Crime|Drama|Film-Noir,8491,white heat,4.25
Crime|Drama|Film-Noir,86380,pushover,4.0
Crime|Drama|Film-Noir,3435,double indemnity,4.0
Crime|Drama|Film-Noir,87038,hollow triumph,4.0
Crime|Drama|Film-Noir,3683,blood simple,3.88
Crime|Drama|Film-Noir,30712,"narrow margin, the",3.5
Crime|Drama|Film-Noir,121093,the crooked way,3.5
Crime|Drama|Film-Noir,132846,woman on the run,3.0
Crime|Drama|Film-Noir,32371,call northside 777,3.0
Crime|Drama|Film-Noir,8751,gun crazy,3.0
Crime|Drama|Film-Noir,8768,criss cross,3.0
Crime|Drama|Film-Noir,59832,where the sidewalk ends,3.0
Crime|Drama|Film-Noir|Mystery,44761,brick,4.45
Crime|Drama|Film-Noir|Mystery,69559,"file on thelma jordan, the",3.5
Crime|Drama|Film-Noir|Mystery,56015,kansas city confidential,3.5
Crime|Drama|Film-Noir|Mystery,25943,"naked city, the",3.5
Crime|Drama|Film-Noir|Mystery,45179,"glass key, the",3.0
Crime|Drama|Film-Noir|Mystery,86206,dark city,3.0
Crime|Drama|Film-Noir|Mystery,78905,whirlpool,3.0
Crime|Drama|Film-Noir|Mystery|Romance,45891,lady in the lake,4.0
Crime|Drama|Film-Noir|Mystery|Thriller,4848,mulholland drive,4.19
Crime|Drama|Film-Noir|Mystery|Thriller,130482,too late for tears,4.0
Crime|Drama|Film-Noir|Mystery|Thriller,25920,"blue dahlia, the",4.0
Crime|Drama|Film-Noir|Romance|Thriller,7217,dark passage,4.0
Crime|Drama|Film-Noir|Romance|Thriller,71350,scandal sheet,4.0
Crime|Drama|Film-Noir|Thriller,88129,drive,4.52
Crime|Drama|Film-Noir|Thriller,8600,angels with dirty faces,4.0
Crime|Drama|Film-Noir|Thriller,7926,high and low,4.0
Crime|Drama|Film-Noir|Thriller,1245,miller's crossing,3.93
Crime|Drama|Film-Noir|Thriller,2186,strangers on a train,3.88
Crime|Drama|Film-Noir|Thriller,7728,"postman always rings twice, the",3.5
Crime|Drama|Film-Noir|Thriller,3334,key largo,3.5
Crime|Drama|Film-Noir|Thriller,32369,panic in the streets,3.5
Crime|Drama|Film-Noir|Thriller,25932,"two mrs. carrolls, the",3.5
Crime|Drama|Film-Noir|Thriller,25930,odd man out,3.5
Crime|Drama|Film-Noir|Thriller,3728,one false move,2.5
Crime|Drama|Horror,8507,freaks,4.5
Crime|Drama|Horror,87040,"housemaid, the",4.0
Crime|Drama|Horror,261593,aileen wuornos: american boogeywoman,3.0
Crime|Drama|Horror|Mystery,120827,the hound of the baskervilles,5.0
Crime|Drama|Horror|Mystery,136980,ed gein: the butcher of plainfield,2.5
Crime|Drama|Horror|Mystery|Thriller,197537,velvet buzzsaw,3.5
Crime|Drama|Horror|Thriller,48543,antibodies,4.0
Crime|Drama|Horror|Thriller,37720,"exorcism of emily rose, the",3.5
Crime|Drama|Horror|Thriller,179295,my friend dahmer,3.5
Crime|Drama|Horror|Thriller,59604,"girl next door, the",3.0
Crime|Drama|Mystery,205303,sherlock: the abominable bride,4.63
Crime|Drama|Mystery,83163,princess aurora,4.5
Crime|Drama|Mystery,56931,"mission, the",4.5
Crime|Drama|Mystery,77359,red riding: 1983,4.5
Crime|Drama|Mystery,5291,rashomon,4.41
Crime|Drama|Mystery,139644,sicario,4.15
Crime|Drama|Mystery,1627,u turn,4.0
Crime|Drama|Mystery,63062,changeling,4.0
Crime|Drama|Mystery,44665,lucky number slevin,3.73
Crime|Drama|Mystery,6077,evil under the sun,3.5
Crime|Drama|Mystery,263405,nightmare alley,3.5
Crime|Drama|Mystery,6870,mystic river,3.42
Crime|Drama|Mystery,55290,gone baby gone,3.36
Crime|Drama|Mystery,1711,midnight in the garden of good and evil,3.0
Crime|Drama|Mystery,250090,inspector lavardin,3.0
Crime|Drama|Mystery,117710,murder on the orient express,2.5
Crime|Drama|Mystery,177763,murder on the orient express,2.21
Crime|Drama|Mystery|Romance,151941,an inspector calls,3.5
Crime|Drama|Mystery|Romance|Thriller,71033,"secret in their eyes, the",4.94
Crime|Drama|Mystery|Romance|Thriller,6953,21 grams,3.67
Crime|Drama|Mystery|Romance|Thriller,7044,wild at heart,3.5
Crime|Drama|Mystery|Romance|Thriller,2803,"pelican brief, the",3.3
Crime|Drama|Mystery|Thriller,1805,wild things,5.0
Crime|Drama|Mystery|Thriller,52604,fracture,5.0
Crime|Drama|Mystery|Thriller,3262,twin peaks: fire walk with me,4.83
Crime|Drama|Mystery|Thriller,76091,mother,4.69
Crime|Drama|Mystery|Thriller,155968,the night manager,4.63
Crime|Drama|Mystery|Thriller,68554,angels & demons,4.5
Crime|Drama|Mystery|Thriller,2467,"name of the rose, the",4.5
Crime|Drama|Mystery|Thriller,26002,confidential report,4.4
Crime|Drama|Mystery|Thriller,31364,memories of murder,4.13
Crime|Drama|Mystery|Thriller,182825,all the money in the world,4.0
Crime|Drama|Mystery|Thriller,42632,lady vengeance,4.0
Crime|Drama|Mystery|Thriller,48142,"black dahlia, the",4.0
Crime|Drama|Mystery|Thriller,6021,"american friend, the",4.0
Crime|Drama|Mystery|Thriller,169404,the man who cheated himself,4.0
Crime|Drama|Mystery|Thriller,100383,side effects,3.93
Crime|Drama|Mystery|Thriller,183011,the commuter,3.7
Crime|Drama|Mystery|Thriller,67255,"girl with the dragon tattoo, the",3.66
Crime|Drama|Mystery|Thriller,6214,irreversible,3.64
Crime|Drama|Mystery|Thriller,121013,the body of my enemy,3.5
Crime|Drama|Mystery|Thriller,54372,tell no one,3.5
Crime|Drama|Mystery|Thriller,118908,jack the ripper,3.5
Crime|Drama|Mystery|Thriller,7305,black widow,3.5
Crime|Drama|Mystery|Thriller,27005,"interview, the",3.0
Crime|Drama|Mystery|Thriller,6868,wonderland,2.5
Crime|Drama|Mystery|Thriller,222593,death on the nile,2.5
Crime|Drama|Mystery|Thriller,2023,"godfather: part iii, the",2.42
Crime|Drama|Mystery|Thriller,53207,88 minutes,0.5
Crime|Drama|Romance,60336,bad blood,4.5
Crime|Drama|Romance,128620,victoria,4.5
Crime|Drama|Romance,67801,revanche,4.13
Crime|Drama|Romance,41285,match point,3.86
Crime|Drama|Romance,1190,tie me up! tie me down!,3.6
Crime|Drama|Romance,4914,breathless,3.5
Crime|Drama|Romance,60494,borderline,3.5
Crime|Drama|Romance,4766,our lady of the assassins,3.5
Crime|Drama|Romance,1411,hamlet,3.5
Crime|Drama|Romance,63082,slumdog millionaire,3.39
Crime|Drama|Romance,6035,pépé le moko,3.0
Crime|Drama|Romance,89000,carancho,3.0
Crime|Drama|Romance|Thriller,866,bound,4.3
Crime|Drama|Romance|Thriller,7135,shoot the piano player,4.0
Crime|Drama|Romance|Thriller,81788,"next three days, the",3.8
Crime|Drama|Romance|Thriller,58803,21,3.0
Crime|Drama|Romance|Thriller,36883,"jour se lève, le",3.0
Crime|Drama|Romance|Thriller,58078,"air i breathe, the",2.17
Crime|Drama|Sci-Fi|Thriller,1206,"clockwork orange, a",4.32
Crime|Drama|Sci-Fi|Thriller,115680,time lapse,4.0
Crime|Drama|Thriller,27304,female prisoner #701: scorpion,5.0
Crime|Drama|Thriller,26283,charley varrick,5.0
Crime|Drama|Thriller,55080,"brave one, the",5.0
Crime|Drama|Thriller,32179,elevator to the gallows,5.0
Crime|Drama|Thriller,456,fresh,5.0
Crime|Drama|Thriller,55805,before the devil knows you're dead,5.0
Crime|Drama|Thriller,60566,just another love story,5.0
Crime|Drama|Thriller,2176,rope,4.82
Crime|Drama|Thriller,3741,badlands,4.77
Crime|Drama|Thriller,96811,end of watch,4.75
Crime|Drama|Thriller,115569,nightcrawler,4.75
Crime|Drama|Thriller,7981,infernal affairs,4.64
Crime|Drama|Thriller,55765,american gangster,4.63
Crime|Drama|Thriller,2268,"few good men, a",4.63
Crime|Drama|Thriller,4776,training day,4.61
Crime|Drama|Thriller,5108,john q,4.55
Crime|Drama|Thriller,2391,"simple plan, a",4.5
Crime|Drama|Thriller,4034,traffic,4.5
Crime|Drama|Thriller,7587,"samouraï, le",4.5
Crime|Drama|Thriller,73808,"chaser, the",4.5
Crime|Drama|Thriller,81817,carlos,4.5
Crime|Drama|Thriller,84392,"lincoln lawyer, the",4.5
Crime|Drama|Thriller,90870,trespass,4.5
Crime|Drama|Thriller,222137,the devil all the time,4.5
Crime|Drama|Thriller,482,killing zoe,4.5
Crime|Drama|Thriller,43871,firewall,4.5
Crime|Drama|Thriller,111,taxi driver,4.45
Crime|Drama|Thriller,44199,inside man,4.37
Crime|Drama|Thriller,51540,zodiac,4.3
Crime|Drama|Thriller,205383,el camino: a breaking bad movie,4.22
Crime|Drama|Thriller,1729,jackie brown,4.16
Crime|Drama|Thriller,204698,joker,4.05
Crime|Drama|Thriller,4326,mississippi burning,4.04
Crime|Drama|Thriller,194400,widows,4.0
Crime|Drama|Thriller,104441,"frozen ground, the",4.0
Crime|Drama|Thriller,93598,snowtown,4.0
Crime|Drama|Thriller,31590,hands off the loot,4.0
Crime|Drama|Thriller,234257,the dry,4.0
Crime|Drama|Thriller,74944,brooklyn's finest,4.0
Crime|Drama|Thriller,162606,the accountant,4.0
Crime|Drama|Thriller,1344,cape fear,4.0
Crime|Drama|Thriller,137445,the riverman,4.0
Crime|Drama|Thriller,235471,cherry,4.0
Crime|Drama|Thriller,241780,crisis,4.0
Crime|Drama|Thriller,258929,the guilty,4.0
Crime|Drama|Thriller,5893,"last seduction, the",3.86
Crime|Drama|Thriller,48516,"departed, the",3.79
Crime|Drama|Thriller,8456,investigation of a citizen above suspicion,3.75
Crime|Drama|Thriller,149,amateur,3.75
Crime|Drama|Thriller,53129,mr. brooks,3.67
Crime|Drama|Thriller,97860,killing them softly,3.58
Crime|Drama|Thriller,213397,promising young woman,3.56
Crime|Drama|Thriller,1791,twilight,3.5
Crime|Drama|Thriller,3551,marathon man,3.5
Crime|Drama|Thriller,26231,performance,3.5
Crime|Drama|Thriller,6187,"life of david gale, the",3.5
Crime|Drama|Thriller,51357,citizen x,3.5
Crime|Drama|Thriller,659,purple noon,3.5
Crime|Drama|Thriller,166755,hacker,3.5
Crime|Drama|Thriller,7018,presumed innocent,3.5
Crime|Drama|Thriller,5867,thief,3.5
Crime|Drama|Thriller,27831,layer cake,3.5
Crime|Drama|Thriller,69306,"taking of pelham 1 2 3, the",3.38
Crime|Drama|Thriller,80489,"town, the",3.31
Crime|Drama|Thriller,25855,"roaring twenties, the",3.25
Crime|Drama|Thriller,55118,eastern promises,3.21
Crime|Drama|Thriller,68159,state of play,3.0
Crime|Drama|Thriller,74948,harry brown,3.0
Crime|Drama|Thriller,66947,two men in manhattan,3.0
Crime|Drama|Thriller,707,mulholland falls,3.0
Crime|Drama|Thriller,2912,"limey, the",3.0
Crime|Drama|Thriller,6901,men of respect,3.0
Crime|Drama|Thriller,5516,read my lips,3.0
Crime|Drama|Thriller,248934,hidden in the fog,3.0
Crime|Drama|Thriller,114060,the drop,2.9
Crime|Drama|Thriller,45062,"sentinel, the",2.5
Crime|Drama|Thriller,220018,varg veum - yours 'till death,2.5
Crime|Drama|Thriller,52241,"lookout, the",2.5
Crime|Drama|Thriller,207273,the collini case,2.5
Crime|Drama|Thriller,5294,frailty,2.14
Crime|Drama|Thriller,37382,domino,2.0
Crime|Drama|Thriller,48997,perfume: the story of a murderer,2.0
Crime|Drama|Thriller,65907,game over,1.0
Crime|Drama|Western,4406,"man who shot liberty valance, the",4.0
Crime|Drama|Western,55363,"assassination of jesse james by the coward robert ford, the",1.5
Crime|Fantasy|Horror,6987,"cabinet of dr. caligari, the",3.5
Crime|Film-Noir,31545,"trou, le",4.73
Crime|Film-Noir,7943,"killers, the",4.0
Crime|Film-Noir,2726,"killing, the",3.96
Crime|Film-Noir,3364,"asphalt jungle, the",3.92
Crime|Film-Noir,3966,detour,3.88
Crime|Film-Noir,2511,"long goodbye, the",3.0
Crime|Film-Noir|Mystery,1284,"big sleep, the",4.88
Crime|Film-Noir|Mystery,942,laura,4.5
Crime|Film-Noir|Mystery,33110,phantom lady,4.0
Crime|Film-Noir|Mystery|Romance,31932,fallen angel,4.0
Crime|Film-Noir|Mystery|Thriller,1617,l.a. confidential,4.39
Crime|Film-Noir|Mystery|Thriller,26875,"pure formality, a",4.0
Crime|Film-Noir|Mystery|Thriller,4037,house of games,4.0
Crime|Film-Noir|Mystery|Thriller,1252,chinatown,3.88
Crime|Film-Noir|Thriller,1069,"murder, my sweet",4.5
Crime|Film-Noir|Thriller,8765,this gun for hire,4.5
Crime|Film-Noir|Thriller,1260,m,4.44
Crime|Film-Noir|Thriller,1248,touch of evil,4.0
Crime|Film-Noir|Thriller,1152,he walked by night,3.5
Crime|Film-Noir|Thriller,25911,"woman in the window, the",3.5
Crime|Film-Noir|Thriller,8767,"big clock, the",3.25
Crime|Horror,1219,psycho,4.87
Crime|Horror|Mystery,4794,opera,4.5
Crime|Horror|Mystery|Thriller,3535,american psycho,4.44
Crime|Horror|Mystery|Thriller,41014,"bird with the crystal plumage, the",4.0
Crime|Horror|Mystery|Thriller,4865,from hell,3.64
Crime|Horror|Mystery|Thriller,6323,identity,3.08
Crime|Horror|Mystery|Thriller,72129,saw vi,2.5
Crime|Horror|Thriller,8035,"stendhal syndrome, the",4.5
Crime|Horror|Thriller,84189,i spit on your grave,4.5
Crime|Horror|Thriller,593,"silence of the lambs, the",4.32
Crime|Horror|Thriller,171165,hell,4.0
Crime|Horror|Thriller,156547,the girl in the photographs,3.5
Crime|Horror|Thriller,2159,henry: portrait of a serial killer,2.5
Crime|Horror|Thriller,60832,pathology,2.5
Crime|Horror|Thriller,260669,halloween kills,2.0
Crime|Horror|Thriller,112727,deliver us from evil,2.0
Crime|Horror|Thriller,4645,cure,2.0
Crime|Horror|Thriller,55577,saw iv,2.0
Crime|Horror|Thriller,40723,wolf creek,0.5
Crime|Mystery,208853,at the gate of the ghost,4.0
Crime|Mystery,187115,mannequin in red,3.9
Crime|Mystery,196747,where is the third king?,3.5
Crime|Mystery,4469,appointment with death,3.5
Crime|Mystery,58576,made in u.s.a.,3.0
Crime|Mystery,4212,death on the nile,3.0
Crime|Mystery,4969,and then there were none,3.0
Crime|Mystery,195479,9 fingers,2.0
Crime|Mystery|Romance|Thriller,933,to catch a thief,3.5
Crime|Mystery|Sci-Fi,206805,in the shadow of the moon,2.5
Crime|Mystery|Thriller,1086,dial m for murder,4.53
Crime|Mystery|Thriller,50,"usual suspects, the",4.45
Crime|Mystery|Thriller,2579,following,4.25
Crime|Mystery|Thriller,158238,the nice guys,4.17
Crime|Mystery|Thriller,1089,reservoir dogs,4.1
Crime|Mystery|Thriller,132430,man from reno,4.0
Crime|Mystery|Thriller,102903,now you see me,3.97
Crime|Mystery|Thriller,190939,a simple favor,3.53
Crime|Mystery|Thriller,26342,"farewell, my lovely",3.5
Crime|Mystery|Thriller,200122,goodland,3.5
Crime|Mystery|Thriller,5630,red dragon,3.46
Crime|Mystery|Thriller,138582,criminal passion,3.0
Crime|Mystery|Thriller,1092,basic instinct,3.0
Crime|Mystery|Thriller,8771,sherlock holmes: terror by night,3.0
Crime|Mystery|Thriller,1661,switchback,3.0
Crime|Mystery|Thriller,8879,murder on the orient express,3.0
Crime|Mystery|Thriller,4177,"mirror crack'd, the",2.5
Crime|Mystery|Thriller,233953,the woman in the window,2.21
Crime|Romance|Thriller,26663,monsieur hire,4.5
Crime|Sci-Fi|Thriller,90405,in time,4.03
Crime|Thriller,197875,"extremely wicked, shockingly evil and vile",5.0
Crime|Thriller,82667,i saw the devil,5.0
Crime|Thriller,2605,entrapment,5.0
Crime|Thriller,8207,"day of the jackal, the",4.54
Crime|Thriller,26947,pusher,4.5
Crime|Thriller,141688,legend,4.5
Crime|Thriller,2917,body heat,4.46
Crime|Thriller,5319,nine queens,4.45
Crime|Thriller,4963,ocean's eleven,4.25
Crime|Thriller,100108,parker,4.0
Crime|Thriller,5517,nightcap,4.0
Crime|Thriller,176751,american made,3.98
Crime|Thriller,197203,triple frontier,3.91
Crime|Thriller,53322,ocean's thirteen,3.65
Crime|Thriller,555,true romance,3.52
Crime|Thriller,95761,killer joe,3.5
Crime|Thriller,40412,dead man's shoes,3.5
Crime|Thriller,43936,16 blocks,3.5
Crime|Thriller,731,heaven's prisoners,3.5
Crime|Thriller,91978,man on a ledge,3.5
Crime|Thriller,233555,the little things,3.5
Crime|Thriller,1686,red corner,3.5
Crime|Thriller,191491,city of lies,3.5
Crime|Thriller,1785,king of new york,3.5
Crime|Thriller,26349,night moves,3.5
Crime|Thriller,79551,shifty,3.5
Crime|Thriller,114758,open windows,3.5
Crime|Thriller,4957,sudden impact,3.0
Crime|Thriller,165883,may god save us,3.0
Crime|Thriller,261599,ljuvlig är sommarnatten,3.0
Crime|Thriller,101741,trance,3.0
Crime|Thriller,106868,breaking the girls ,3.0
Crime|Thriller,5312,murder by numbers,3.0
Crime|Thriller,3896,"way of the gun, the",2.5
Crime|Thriller,246032,the die is cast,2.5
Crime|Thriller,176603,the snowman,2.0
Crime|Thriller,99594,offender,2.0
Crime|Thriller,8831,suspect zero,1.5
Crime|Thriller,832,ransom,1.5
Crime|Thriller|War,1267,"manchurian candidate, the",4.0
Documentary,65225,zeitgeist: addendum,5.0
Documentary,55176,in the shadow of the moon,5.0
Documentary,3007,american movie,5.0
Documentary,226204,kiss the ground,5.0
Documentary,192843,earth: the power of the planet,5.0
Documentary,187583,the game changers,5.0
Documentary,171647,pink floyd: live at pompeii,5.0
Documentary,143511,human,5.0
Documentary,135190,mission blue,5.0
Documentary,107067,pianomania,5.0
Documentary,7932,dark days,5.0
Documentary,94401,if a tree falls: a story of the earth liberation front,5.0
Documentary,85774,senna,5.0
Documentary,27846,"corporation, the",5.0
Documentary,73276,"age of stupid, the",5.0
Documentary,27878,born into brothels,5.0
Documentary,69529,home,5.0
Documentary,38304,no direction home: bob dylan,5.0
Documentary,68522,earth,5.0
Documentary,189587,the idiot cycle,5.0
Documentary,163126,terra,5.0
Documentary,171011,planet earth ii,5.0
Documentary,175165,what the health,5.0
Documentary,189393,97% owned,5.0
Documentary,1111,microcosmos,5.0
Documentary,270540,in transit,5.0
Documentary,4236,keep the river on your right: a modern cannibal tale,5.0
Documentary,4783,"endurance: shackleton's legendary antarctic expedition, the",5.0
Documentary,251616,breaking boundaries: the science of our planet,5.0
Documentary,6780,"brief history of time, a",5.0
Documentary,244368,seaspiracy,5.0
Documentary,227282,the c word,5.0
Documentary,223876,my octopus teacher,5.0
Documentary,77774,big river man,5.0
Documentary,80210,"end of poverty, the",5.0
Documentary,221334,bavaria - a magical journey,5.0
Documentary,206166,death dive to saturn,5.0
Documentary,105429,inequality for all,5.0
Documentary,143896,how to change the world,5.0
Documentary,147252,the untold history of the united states,5.0
Documentary,158759,10 billion: what's on your plate,5.0
Documentary,159817,planet earth,5.0
Documentary,131724,the jinx: the life and deaths of robert durst,4.92
Documentary,74677,"yes men fix the world, the",4.88
Documentary,71450,capitalism: a love story,4.85
Documentary,151759,requiem for the american dream,4.84
Documentary,225758,david attenborough: a life on our planet,4.71
Documentary,204294,the great hack,4.63
Documentary,143476,where to invade next,4.6
Documentary,117533,citizenfour,4.6
Documentary,34072,march of the penguins,4.56
Documentary,64280,hospital,4.5
Documentary,182813,saving capitalism,4.5
Documentary,78856,"world according to monsanto, the",4.5
Documentary,156369,zero days,4.5
Documentary,222153,encirclement - neo-liberalism ensnares democracy,4.5
Documentary,81276,south of the border,4.5
Documentary,198913,inside einstein's mind: the enigma of space and time,4.5
Documentary,211221,"el pepe, a supreme life",4.5
Documentary,206174,nova: prediction by the numbers,4.5
Documentary,160010,honesty: the truth about lies,4.5
Documentary,206158,the beginning and end of the universe,4.5
Documentary,105250,"century of the self, the",4.5
Documentary,193950,free solo,4.5
Documentary,185499,the occupation of the american mind,4.5
Documentary,175179,bill nye: science guy,4.5
Documentary,271989,propeller: a vans skateboarding video,4.5
Documentary,34111,"god who wasn't there, the",4.5
Documentary,116,anne frank remembered,4.5
Documentary,134947,dirt! the movie,4.5
Documentary,183411,the secret rules of modern living: algorithms,4.5
Documentary,62198,marjoe,4.5
Documentary,229511,valparaiso,4.5
Documentary,6195,stone reader,4.5
Documentary,58632,terror's advocate,4.5
Documentary,59731,"bigger, stronger, faster*",4.5
Documentary,63229,feiern,4.5
Documentary,66118,point of order,4.5
Documentary,73868,garbage warrior,4.5
Documentary,104272,blackfish,4.5
Documentary,107700,i am divine,4.5
Documentary,114197,noam chomsky: distorted morality,4.5
Documentary,127152,going clear: scientology and the prison of belief,4.5
Documentary,133945,deep web,4.5
Documentary,157361,tickled,4.5
Documentary,158611,the weight of chains,4.5
Documentary,160694,patterns of evidence: the exodus,4.5
Documentary,173735,the farthest,4.5
Documentary,180591,jane,4.5
Documentary,189559,a species odyssey,4.5
Documentary,194785,living in the future's past,4.5
Documentary,203691,the edge of democracy,4.5
